,Unnamed: 0,Id,PublishDate,Domaine,OfferTitle,ContractType,IsFulltime,Telework,DisplayedSalary,Description,Profile,CompanyName,CompanyLogo,Localisation,UrlOffre
593,605,58904365,2025-01-30 00:00:00,informatique,Data Analyst H/F,Stage,True,NC,NC,"Vos missions ?

Au sein de la Direction Business Europe et sous la responsabilité du KAM Europe, vos principales missions seront les suivantes :
- Participation à la collecte et l'agrégation de données de marché (ventes, prix etc.) en collaboration avec les équipes de nos filiales européennes.

- Contribution à l'analyse de données statistiques d'aide à la décision pour le déploiement de la stratégie commerciale de l'entreprise.

- Modélisation de Dashboard analytiques pour le suivi et l'analyse des résultats

- Interrogation des bases de données statistique pour répondre aux questions business.

- Support technico-fonctionnel aux KAM et Financiers des filiales européennes","Votre profil ?

Vous êtes étudiant en :

- Master, Ecole de Commerce avec spécialisation Contrôle de gestion ou /Finance d'entreprise OU

- Master, Ecole d'ingénieur spécialisation Data science, Business Intelligence Analytics ou Big Data.

Vous êtes sociable et dynamique et souhaitez évoluer dans un environnement international avec des contacts quotidien avec des interlocuteurs de filiales européennes. La maîtrise de l'anglais (oral / écrit) est indispensable.

La maîtrise des outils bureautiques Excel (y compris l'élaboration de tableaux croisés dynamiques), de Google suite et de Power BI sont indispensables.

Des connaissances dans l'exploration/l'interrogation de bases de données multidimension (SSAS, Power BI) et dans l'élaboration de rapports (type Power View) seraient un plus.

Votre rigueur, votre sens ritique, votre adaptabilité et votre curiosité sont vos meilleurs atouts pour réussir dans vos missions.

Nos avantages ?

Rémunération fixe et avantages (primes, intéressement et participation, mutuelle et prévoyance, avantages CE, participation aux repas d'entreprise...)

Basé sur Carros

Pourquoi pas vous ?

Tous les jours, chez Virbac, nous accueillons des talents en devenir comme vous. Nous accompagnons vos premiers pas dans la vie professionnelle en favorisant le partage de savoir-faire, de connaissances et de nouvelles idées.",Virbac,https://f.hellowork.com/img/entreprises/19059.png,Carros - 06,/fr-fr/emplois/58904365.html
620,632,61217056,2025-01-29 00:00:00,informatique,Data Analyst H/F,CDI,True,Télétravail partiel,40 000 - 60 000 € / an,"Intégrez notre équipage dédié à la Data !
- En fonction de vos aspirations, vous pourrez intervenir sur un spectre large ou plus ciblé de la chaîne de valeur Data :
- Création et traitement des données : Mise en place de pipelines de données robustes et évolutifs.
- Stockage et analyse : Mise en place de solutions de stockage avancées et de systèmes de reporting, comme des data warehouses ou data lakes, ainsi que des outils BI pour l'analyse de la donnée.
- Accès et réutilisation : Amélioration de la qualité des données et mise en oeuvre de solutions de prédiction basées sur l'intelligence artificielle.

Vous aurez également l'occasion de travailler sur des technologies variées et à la pointe, telles qu'Azure (Synapse, PowerBI), GCP (BigQuery, Looker), AWS ou des outils comme Databricks, Dataiku et Spark, avec une expertise en Python.","Les opportunités au sein de notre équipe sont multiples, selon votre expertise :
- Data Engineer
- Data Analyst
- Data Scientist / MLOPS Engineer
- Data Quality Engineer
- Prompt Engineer

Votre prochaine aventure vous attend. Accédez à des projets stimulants et intégrez nos communautés d'experts. Partagez votre CV pour commencer votre odyssée.",moOngy Digital Lab,https://f.hellowork.com/img/entreprises/160728.png,Île-de-France,/fr-fr/emplois/61217056.html
627,639,61276623,2025-01-30 00:00:00,informatique,Data Analyst H/F,Alternance,True,NC,NC,"MBA ESG, acteur majeur depuis plus de 35 ans dans la formation spécialisée, recherche pour son entreprise partenaire un.e Data Analyst en contrat d'alternance.

Vous aspirez à devenir un expert en exploitation de données tout en bénéficiant d'une formation de haut niveau ? MBA ESG, acteur majeur depuis plus de 35 ans dans la formation spécialisée, recrute pour son entreprise partenaire un(e) Apprenti(e) Data Analyst en alternance.

Ce poste vous permettra de développer vos compétences en analyse de données tout en obtenant un diplôme de niveau 7 (RNCP36372), reconnu dans le domaine du Big Data et de la gestion de projets numériques.

Localisation du poste : Paris

Localisation de l'école : Paris

Secteur d'activité : Data

MISSIONS

Intégré(e) à l'équipe Data, vous serez amené(e) à :

Analyse et exploitation de données :

* Collecter, manipuler et exploiter des données pour répondre aux besoins des clients.
* Produire des analyses détaillées de la performance des produits et services.

Développement d'indicateurs et reporting :

* Traduire les besoins en indicateurs en requêtes automatisées.
* Développer et maintenir des tableaux de bord et une bibliothèque d'indicateurs de performance.

Gestion des projets DataWarehouse :

* Contribuer à la constitution d'une base unique de données centralisée.
* Standardiser les formats de données provenant de sources multiples (Teamworks, Salesforce, MongoDB).

Qualité et documentation des données :

* Assurer la fiabilité des requêtes et des données (nettoyage, création de tables, jointures).
* Participer à la rédaction de manuels d'utilisation, glossaires et processus internes.

Profil recherché

Nous recherchons un(e) candidat(e) rigoureux(se) et motivé(e) avec le profil suivant :

Formation :

* Bac +4 minimum : école d'ingénieurs, commerce, gestion, ou formation généraliste avec spécialisation en intelligence artificielle/Big Data.

Compétences :

* Maîtrise des outils d'analyse de données et de reporting.
* Capacité à comprendre les logiques de données et les processus analytiques complexes.

Qualités personnelles :

* Esprit analytique, rigueur et autonomie.
* Excellent relationnel et sens du travail en équipe.

Comment candidater ?

Si vous vous reconnaissez dans ce profil, n'hésitez pas à postuler dès maintenant ! Nous serons ravis de recevoir votre candidature. L'étape suivante sera l'entretien d'admission à MBA ESGpour notre MBA Spécialisé Big data et intelligence artificielle, essentiel pour intégrer l'école en alternance avec notre entreprise partenaire.",,MBA ESG,https://f.hellowork.com/img/entreprises/167897.png,Paris - 75,/fr-fr/emplois/61276623.html
731,744,59654268,2025-01-18 00:00:00,informatique,Data Analyst H/F,CDI,True,Télétravail occasionnel,33 000 - 38 000 € / an,"Notre agence GESER-BEST Lille recherche un.e Data Analyst.e H/F pour intégrer une équipe agile pluridisciplinaire, composée de data analystes, data ingénieurs et data scientists.

Missions
- Analyser des besoins fonctionnels et les traduire en solutions techniques via SQL
- Nettoyer, préparer et exporter les données en assurant leur qualité
- Manipuler les fichiers sous UNIX et HADOOP
- Suivre le run et gérer les erreurs
- Optimiser les traitements SQL
- Industrialiser les solutions d'imports et d'exports de données
- Participer au collectif agile

NB : La liste des missions n'est pas exhaustive.","Compétences requises
- 2 ans minimum d'expérience
- Capacité à échanger avec le métier pour traduire les besoins
- Maîtrise du SQL et de ses optimisations
- Connaissances pratiques de SVN / GIT
- Bonnes connaissances de l'environnement HADOOP, UNIX et du SHELL
- Connaissances de Python
- Notions de traitements en streaming (Spark, Nifi)
- Concepts de l'agilité
- Des connaissances de Cloudera, SAS Visual Analytics, DigDash ou Jupyter sont un plus
- Esprit d'équipe",Geser Best,https://f.hellowork.com/img/entreprises/3695.png,Lille - 59,/fr-fr/emplois/59654268.html
774,788,60723354,2025-01-18 00:00:00,informatique,Data Analyst H/F,CDI,True,NC,NC,"En tant que Data Analyst, vous serez chargée d'extraire des données (en l'absence de Data Engineer), de les analyser et de les interpréter pour aider le groupe et ses filiales à prendre des décisions éclairées. Vous collaborerez étroitement avec les équipes métiers pour comprendre leurs besoins en données, créer des rapports et des visualisations, et fournir des insights exploitables.

Vos missions :

1- Analyse de données

- Effectuer des analyses descriptives et exploratoires pour identifier des tendances et des patterns

- Utiliser des techniques statistiques pour interpréter les résultats

2- Reporting

- Créer des rapports détaillés pour présenter les résultats des analyses

- Développer et maintenir des tableaux de bord interactifs pour visualiser les données

3- Support aux équipes métiers

- Collaborer avec les équipes métiers pour comprendre leurs besoins en données et fournir des insights pertinents

- Aider à la formulation de recommandations basées sur les données

4- Automatisation et optimisation

- Automatiser les processus de reporting pour en améliorer l'efficacité

- Optimiser les flux de travail d'analyse des données

5- Documentation

- Documenter les méthodologies d'analyse et les processus de reporting

- Maintenir une base de connaissances sur les meilleures pratiques en analyse de données","Diplôme :

Bac +5 en Statistiques, Mathématiques, Informatique Économie ou domaine connexe

Vos compétences Techniques :

- Python, R, SQL

- Tableau, Power BI, Qlik

- Statistiques et mathématiques

Analytiques :

- Interprétation des ensembles de données, extraction d'insight

- Résolution de problèmes, pensée critique

Communication :

- Excellentes compétences en communication orale et écrite

- Capacité à présenter des informations techniques de manière claire et concise aux parties non techniques (vulgarisation)

Organisationnelles :

- Gestion de projet et priorités simultanément

- Attention aux détails et souci de la précision

Qualités personnelles :

- Curiosité, désir d'apprendre, esprit analytique et rigoureux

- Capacité à travailler en équipe et de manière autonome

- Adaptabilité et flexibilité

Ref : 3kqvjbr0o8",Groupe Mentor,https://f.hellowork.com/img/entreprises/103619.png,Dommartemont - 54,/fr-fr/emplois/60723354.html
865,879,60076323,2025-01-01 00:00:00,informatique,Data Analyst H/F,CDI,True,Télétravail partiel,NC,"L'offre

        Secteurs          
        Services & Systèmes d'Informations          
 
        Missions à réaliser          
- Architecting and implementing data integration solutions to gather data from diverse sources, such as IoT sensors, public APIs, citizen apps, social media, and other relevant streams.
- Designing data processing pipelines to clean, transform, and store large volumes of data streams efficiently.
- Developing and maintaining data models that ensure data consistency, accuracy, and optimal performance for various analytical use cases.
- Building real-time data analytics pipelines to enable quick insights and action for time-sensitive applications like traffic management, security, energy optimization, etc.
- Applying time series forecasting techniques to predict city-wide trends and patterns, enabling proactive decision-making for city planners and administrators.
- Developing algorithms for anomaly detection to identify irregularities in data streams
- Designing and developing AI-driven solutions that make sense of vast volumes of data generated by data streams in the smart city context
- Designing and building advanced AI and machine learning models tailored to specific use cases, such as predictive maintenance, traffic optimization, energy efficiency, and more.
- Collaborating with software engineers to deploy AI models into production systems, ensuring scalability and efficiency.
- Staying updated with the latest advancements in AI, IoT, and smart cities research, and actively contribute to the development of innovative data-driven solutions.
- Create intuitive and informative data visualizations to communicate findings and insights to stakeholders effectively.
- Helping to design, implement and test enterprise's Open Source and commercial products
- Ensuring high quality, reusable code through automated testing, including reliability and security requirements
- Engaging with customers to assist them in designing and deploying software solutions.

Modalités
- Date de démarrage : dès que possible
- Candidats recherchés : 1
- Expérience : 1+ an
- Type de contrat : CDI, Temps complet
- Rémunération : 40000 € - 70000 € par an selon expérience
- Localisation : Grenoble, France
- Télétravail partiel","Le profil recherché

          Compétences requises            
          time series data analysis, Python, Yolo or SSD, Learning/Machine Learning            
 
          Description du profil            
- 5+ years of experience building high quality data analytics applications in industry, in particular in the IoT and smart city domains
- Masters or PhD degree in Computer Science, Engineering, or similar relevant field
- Strong programming skills in an object oriented language such as Python, as well as associated libraries (NumPY, SciPy, Scikit-learn, Pandas, Matplotlib, PyTorch, Keras/Tensorflow)
- Experience with time series data analysis and visualisation tools (PostgreSQL/Timescale, Prometheus. TensorBoard, Grafana, Kibana, Chronograf, Tableau, Power BI, etc.)
- Strong knowledge of Artifical Intelligence and Machine Learning technologies and techniques (supervised and unsupervised learning, deep learning, forecasting models, etc.)
- Experience with AI-based image processing using methods and tools such as Yolo or SSD
- Explainable AI concepts and methods to interpret and explain ML model decisions
- Understanding of service-oriented architecture and experience with scalable, event-based, reactive systems
- Mastering state-of-the-art software development, testing and deployment tools such as Maven, JUnit, Docker, Sonar, etc
- Understanding of data security and privacy principles in an IoT and smart city context
- Experience with big data processing technologies like Apache Spark, Hadoop, Kafka or similar
- Working with agile development methodologies, following a design thinking approach with a lean startup mindset
- Interest in learning new tools, languages, frameworks, and workflows
- Excellent communication skills, organizational and time management practices
- Ability to work efficiently with a remote team.
- Team player, open-minded, dreamer yet hard worker
- Experience in contributing to open-source software
- Enjoys problem solving and applying their experience to new domains
- Experience with OSGi Framework.
- EU/UK/CH work permit
- Location : Preferably in the vicinity of Grenoble, France, but remote work options will BE considered

          Langues            
          Français, Anglais            
 
          Catégories            
          Data Scientist, Data Engineer, Data Analyst",Kicklox,https://f.hellowork.com/img/entreprises/160471.png,Grenoble - 38,/fr-fr/emplois/60076323.html
885,899,60742043,2025-01-19 00:00:00,informatique,Data Analyst H/F,CDI,True,NC,45 000 - 55 000 € / an,"Le Data Analyst interviendra sur les sujets suivants :

* Il assure la construction et l'évolution du/des entrepôts de données,
* Il assure la construction, l'évolution, l'interprétation et la diffusion des rapports BI et web analytics,
* Il travaille en étroite collaboration avec les études et le digital pour la mise en place des analyses et des outils nécessaires,
* Il travaille avec l'équipe infrastructure pour lui permettre d'assurer le maintien en condition opérationnelle des solutions,
* Il travaille avec l'ensemble des métiers de l'entreprise et est force de proposition pour proposer des outils de pilotage adaptés (KPI, rapport, etc.),
* Il maîtrise les outils d'analyse afin de permettre aux décideurs internes et clients de suivre la performance des sites ou produits,
* Il gère l'ensemble de l'équipe du Pôle Data et de ses prestataires. À ce titre, il anime et coordonne l'activité des Data Engineer afin de garantir la mise à disposition de la bonne donnée au bon moment avec les règles de sécurité adaptées.

Salaire fixe, bonus 10%, mutuelle, participation, salle de sport, restaurant d'entreprise.","Le Data Analyst sera idéalement diplômé d'un Bac +5 minimum et justifiera d'une expérience de 3 ans minimum dans des fonctions similaires au sein d'un Service Informatique.

Le Data Analyst aura des connaissances sur :

* Cloud (AZURE, AWS, GOOGLE),
* Outils BI : Qlikview, Qliksense, PowerBi,
* Maîtrise des techniques statistiques et de datamining,
* Maîtrise des outils middleware : Talend, Informatica,
* Connaissance des API,
* Base de données : Oracle, SqlServer, PostgreSQL,
* Connaissances des outils de web analytics,
* ERP : D365, AX.",Michael Page,https://f.hellowork.com/img/entreprises/2996.png,Rueil-Malmaison - 92,/fr-fr/emplois/60742043.html
898,912,60959320,2025-01-23 00:00:00,informatique,Data Analyst H/F,CDD,True,NC,NC,"Descriptif

Au sein de l'équipe Gestion des données, votre mission générale consiste à mener des analyses de données, en lien avec les data scientist et les data ingénieurs, dans l'objectif d'assurer la mise en qualité des données de l'Entrepôt de Données de Santé.

MISSIONS SPECIFIQUES (liste non exhaustive)

Delivery Data
- Analyser et évaluer la qualité des données source issues des logiciels soin et recherche du Système d'Information de l'AP-HP
- Spécifier les besoins de transformation de données en vue de la réutilisation pour la recherche et le pilotage
- Etablir les plans de tests sur données et les mettre en oeuvre

Accompagnement et support aux utilisateurs
- Répondre aux demandes utilisateurs sur la connaissance des données
- Analyser les remontées utilisateurs sur la qualité des données et proposer des solutions corrections/améliorations/contournements

Gouvernance des données
- Documenter les données et leur cycle de vie - Documentation, Catalogue métadonnées
- Participer à la définition des indicateurs sur la qualité des données

Diplôme : ingénieur ou Master 2 en informatique, sciences des données ou statistiques

Niveau d'expérience : 3 à 5 ans d'expérience minimum

Compétences :
- Bonnes connaissances des langages d'analyse de données Python, R, SQL
- Bonnes connaissances des outils de visualisation de données (Exemples : Shiny, Streamlit, Altair, Bokeh...)
- Connaissances des frameworks de tests sur données (Great Expectations, Pandera, DBT...)
- Connaissances en santé, épidémiologie, médecine
- Connaissances en bases de données et des technologies du Big Data (NoSQL, SQL, Hadoop, S3...)
- Compréhension des scripts d'automatisation et des pipelines de données

Prérequis :
- Expérience dans le domaine de la donnée, idéalement dans le domaine de la santé ou en recherche clinique appréciée
- Maîtrise de l'anglais indispensable (écrit et oral)

Savoir-faire et savoir être :
- Analyse de données
- Rigueur et organisation
- Sens du relationnel, pédagogie et qualités de communicant
- Capacité d'adaptation
- Force de proposition
- Gestion du temps et des priorités
- Déontologie, Respect du secret professionnel

POUR CANDIDATER :

MERCI DE CLIQUER SUR l'""URL de l'offre"" CI-DESSOUS",,Fédération Hospitalière de France,https://cdn-icons-png.flaticon.com/512/1810/1810755.png,Paris - 75,/fr-fr/emplois/60959320.html
914,928,60598602,2025-01-15 00:00:00,informatique,Data Analyst H/F,CDD,True,Télétravail partiel,NC,"Métier
Chefferie de Projet - MOA

Intitulé du poste
Data Analyst F/H

Type de contrat
Titulaire ou CDD

Rémunération
46 000 - 72 000 brut annuel, selon profil

Télétravail
Oui

Présentation du service

La Direction des Services Numériques (DSN) de l'AP-HP fournit les services numériques de l'institution aux utilisateurs, qu'ils soient patients ou professionnels. Avec plusieurs centaines de services numériques, comme le dossier patient informatisé, les systèmes de biologie et d'imagerie, l'espace patient, elle gère ses infrastructures et plus de 500 professionnels qui oeuvrent au quotidien pour la transformation numérique de l'institution.

Le pôle Innovation & données de la DSN, composé d'environ 120 personnes, propose une offre de services structurée autour de l'innovation numérique, l'entrepôt de données de santé de l'AP-HP, la bio-informatique et des maladies rares.

Zoom sur les données et l'EDS !

Les données collectées via le dossier patient informatisé permettent de constituer des bases de données pseudonymisées de grande envergure, ouvrant des perspectives pour la recherche en santé, l'innovation et le pilotage hospitalier.

L'AP-HP a été parmis les pionniers en créant en 2017 le premier entrepôt de données de santé (EDS) hospitalier autorisé par la CNIL, aujourd'hui le plus grand en Europe.

Pour renforcer son rôle et accélérer la recherche en santé grâce à son EDS, l'AP-HP a lancé le programme ACCES AP-HP, s'inscrivant dans la Stratégie d'accélération « Santé Numérique » du plan France 2030. Lauréate de l'appel à projet « Accompagnement et soutien à la constitution d'entrepôts de données de santé hospitaliers », l'AP-HP forme son équipe ACCES AP-HP !

Vos missions

Nous recherchons un(e) Data Analyst pour un CDD de 2 ans.

Au sein de l'équipe Gestion des données, votre mission générale consiste à mener des analyses de données, en lien avec les data scientist et les data ingénieurs, dans l'objectif d'assurer la mise en qualité des données de l'Entrepôt de Données de Santé.

MISSIONS SPECIFIQUES (liste non exhaustive)

Delivery Data
- Analyser et évaluer la qualité des données source issues des logiciels soin et recherche du Système d'Information de l'AP-HP
- Spécifier les besoins de transformation de données en vue de la réutilisation pour la recherche et le pilotage
- Etablir les plans de tests sur données et les mettre en oeuvre

Accompagnement et support aux utilisateurs
- Répondre aux demandes utilisateurs sur la connaissance des données
- Analyser les remontées utilisateurs sur la qualité des données et proposer des solutions corrections/améliorations/contournements

Gouvernance des données
- Documenter les données et leur cycle de vie - Documentation, Catalogue métadonnées
- Participer à la définition des indicateurs sur la qualité des données

Profil recherché

Diplôme : ingénieur ou Master 2 en informatique, sciences des données ou statistiques
Niveau d'expérience : 3 à 5 ans d'expérience minimum

Compétences :
- Bonnes connaissances des langages d'analyse de données Python, R, SQL
- Bonnes connaissances des outils de visualisation de données (Exemples : Shiny, Streamlit, Altair, Bokeh...)
- Connaissances des frameworks de tests sur données (Great Expectations, Pandera, DBT...)
- Connaissances en santé, épidémiologie, médecine
- Connaissances en bases de données et des technologies du Big Data (NoSQL, SQL, Hadoop, S3...)
- Compréhension des scripts d'automatisation et des pipelines de données

Prérequis :
- Expérience dans le domaine de la donnée, idéalement dans le domaine de la santé ou en recherche clinique appréciée
- Maîtrise de l'anglais indispensable (écrit et oral)

Savoir-faire et savoir être :
- Analyse de données
- Rigueur et organisation
- Sens du relationnel, pédagogie et qualités de communicant
- Capacité d'adaptation
- Force de proposition
- Gestion du temps et des priorités
- Déontologie, Respect du secret professionnel

Horaires de travail
Forfait jours, 25 jours de congés et 19 jours de RTT

Vos avantages à l'AP-HP
- Possibilité de télétravail
- Remboursement partiel des transports en commun (75%) ou forfait mobilité
- Cotisation salariale avantageuse dans le secteur public (à salaire brut égal, le salaire net est plus élevé dans le secteur public que dans le secteur privé).
- Accès au restaurant du personnel à tarifs avantageux
- Un centre formation et de développement des compétences interne pour les formations management, les renforcement Métiers...
- 19 jours de RTT, en plus des 25 jours de congés
- Une offre de sorties culturelles, de voyages, de centres de vacances pour les titulaires et CDD sur poste permanent (AGOSPAP), des réductions et des bons plans (HOPTISOINS)
- Pour les enfants, crèches internes, voyages culturels, séjours linguistiques et possibilité de bénéficier du supplément familial de traitement.

Description de l'hôpital
L'Assistance publique-Hôpitaux de Paris (AP-HP) est un centre hospitalier universitaire à dimension européenne mondialement reconnu.
Ses 38 hôpitaux accueillent chaque année 10 millions de personnes malades : en consultation, en urgence, lors d'hospitalisations programmées ou en hospitalisation à domicile.
Elle assure un service public de santé pour tous, 24h/24, et c'est pour elle à la fois un devoir et une fierté.
L'AP-HP est le premier employeur d'Ile-de-France : 100 000 personnes - médecins, chercheurs, paramédicaux, personnels administratifs et ouvriers - y travaillent.

Au coeur de l'Institution, le Siège de l'AP-HP rassemble sous un même périmètre les directions fonctionnelles et les établissements qui lui sont rattachés :
CFDC (Centres de Formation et de Développement des Compétences), ACHAT (Achat Centraux Hôteliers Alimentaires et Techniques),
DRCI (Département de la Recherche Clinique et de l'Innovation) et DSN (Direction des Services numériques).
Avec ses 4000 collaborateurs, le Siège assure un rôle d'expert, de pilote et de coordinateur pour l'ensemble des hôpitaux.

Engagée dans des projets novateurs et stratégiques au service des patients, l'AP-HP recherche aujourd'hui de nouveaux talents pour mener à bien sa mission.
Vous êtes l'un d'eux ? Venez nous rejoindre !

Référence de l'offre
2024-12967",,AP-HP,https://f.hellowork.com/img/entreprises/99491.png,Paris 12e - 75,/fr-fr/emplois/60598602.html
1272,1330,47575232,2025-01-16 00:00:00,informatique,Data Engineer H/F,CDI,True,NC,NC,"La ligne de service Consulting & Solutions d'Akkodis France renforce ses équipes en région Hauts de France et recrute un Data Engineer H/F en CDI à Lille.
Intégré(e) aux équipes de la DSI, dans une équipe Agile de 30 personnes, et en totale collaboration avec les différents services, vous développez le puit de données de référence permettant l'exploitation, la valorisation et l'analyse des données. Vous êtes le/la garant(e) de la cohérence et de la pérennité des développements dont vous avez la responsabilité.

Vos missions :
-  Revoir l'architecture du pipeline de gestion des données en concertation avec l'équipe projet (Data lead, Tech lead, Data scientist) pour qu'il soit modulaire, scalable et suffisamment granulaire pour permette la mise à disposition des données.
-  Implémenter le nouveau pipeline dans l'eco-système projet existant (GCP / Python)
-  Assister le data scientist dans la mise en place des composants IA utilisés dans le cadre du projet
-  Assister le data scientist dans la mise à disposition des données aux systèmes externes
-  Assister l'équipe projet dans la mise en place du suivi de la qualité des données de bout en bout.","Votre profil :
Diplômé(e) d'une école d'Ingénieurs ou Universitaire (Niveau Bac +5), vous justifiez d'une expérience professionnelle d'au moins 2 ans sur un poste similaire.
Vous maitrisez les environnements techniques suivants :
-  Langage Python
-  BDD : Oracle, MySQL
-  Outils : GCP, Jenkins, Git, Jira
Vous êtes à l'aise en équipe, volontaire et vous avez un goût prononcé pour la performance ?
Ce poste est fait pour vous !

Processus de recrutement :
-  Un(e) chargé(e) de recrutement vous contacte pour échanger sur votre projet professionnel
-  Vous échangez ensuite avec un(e) manager sur les aspects techniques, les projets
Chez Akkodis nous sommes convaincus que de l'intelligence collective naît le succès. Il n'existe pas qu'un modèle, nous valorisons l'agilité et l'excellence, l'audace et la créativité.
Et si nous parlions ensemble de vos ambitions pour les prochaines années ?
Akkodis est une entreprise handi-engagée et inclusive. Tous nos postes sont ouverts aux handicaps et à la diversité. Tous différents, tous compétents !",Akkodis,https://f.hellowork.com/img/entreprises/5159.png,Lille - 59,/fr-fr/emplois/47575232.html
1463,1678,61218238,2025-01-29 00:00:00,informatique,Data Analyst H/F,CDD,True,NC,NC,"BUT est une enseigne en action, animée par des hommes et des femmes pour qui aucun jour ne ressemble au précédent.

En tant que Data Analyst, vous serez chargé de :
- Analyser et optimiser nos bases de données
- Créer et industrialiser des indicateurs de performance clés
- Former et accompagner les équipes sur les nouveaux outils et KPI

Vous êtes passionné par les chiffres et l'analyse de données ? Rejoignez notre équipe pour piloter la performance de notre activité Transport !","Nous recherchons un expert Excel VBA et Power BI, capable de transformer les données en actions concrètes pour améliorer la Supply Chain et satisfaire nos clients. Vous serez sous la responsabilité du Responsable Transport BtoB, et travaillerez en étroite collaboration avec les équipes opérationnelles et les services supports.

Prêt à relever le défi et à impacter la performance de notre entreprise ?  Postulez dès maintenant !

Chez BUT, nous sommes engagés pour la diversité des équipes et la mixité des emplois. N'hésitez pas à nous faire part de votre situation de handicap, nous étudierons vos éventuels besoins spécifiques.

Être Data Analyst chez BUT, ça ne se raconte pas, ça se vit !",BUT,https://f.hellowork.com/img/entreprises/25919.png,Pusignan - 69,/fr-fr/emplois/61218238.html
1464,1679,61156076,2025-01-28 00:00:00,informatique,Data Analyst H/F,CDI,True,NC,NC,"Au sein d'une nouvelle équipe Analytics, vous jouerez un rôle central, en soutenant le développement commercial et en automatisant les processus grâce à un pilotage rigoureux de la donnée. 

Vos principales missions seront :

Visualisation de données
* Concevoir et développer des tableaux de bord interactifs et des rapports personnalisés pour les équipes commerciales et marketing.

* Utiliser des outils de data visualisation comme Power BI ou Qlik pour présenter des données complexes de manière claire et compréhensible.

Analyse de données
* Analyser les performances commerciales des différentes agences et proposer des recommandations pour améliorer les résultats.

* Extraire, manipuler et interpréter les données pour identifier les tendances et opportunités de croissance.

* Produire des statistiques et des reportings mensuels pour suivre les indicateurs de performance clés (KPI).

Suivi et délivrance d'indicateurs
* Collaborer avec les parties prenantes pour identifier et comprendre les besoins de l'entreprise et les traduire en besoins analytics.

* Assurer le suivi des performances des agences et proposer des actions correctives basées sur les données analysées.","Vous avez un diplôme de l'enseignement supérieur en en traitement de données  avec une expérience réussie d'au moins 2 ans sur des sujets de datavisualisation. Une expérience dans le secteur du commerce ou du marketing est un atout.

Compétences techniques
- Maîtrise d'outil de data visualisation (Qlik, Power BI)
- Maîtrise du SQL
- Maîtrise d'un langage de programmation orienté objet (idéalement Python)
- La connaissance d'un ETL (Talend)

Compétences comportementales
- Esprit d'équipe et d'initiative
- Compréhension des enjeux opérationnels et orientation vers les résultats.
- Rigueur, curiosité et souci du détail
- Capacité à communiquer avec des personnes techniques et non techniques.
- Apprentissage rapide et autonomie.
- Solides compétences de résolution de problèmes

Conditions
- Type de contrat : CDI
- Tickets restaurants, mutuelle famille, RTT
- Remboursement titre de transport à 50%, participation à votre forfait mobilité douce
- Localisation : Paris

Vous hésitez encore ?
Leasecom c'est aussi :
* Un collectif RSE et une labellisation « Positive Company »
* Une démarche de labellisation Classements HappyIndex®AtWorkChooseMyCompany 
* Un cadre de travail agréable et des activités riches et stimulantes
* Un parcours d'intégration ou nous serons aux petits soins pour vous
* Des parcours de formation pour que vous soyez toujours opérationnels
* Des perspectives d'évolution
* De supers événements toute l'année
* Une ouverture de tous nos postes aux salariés reconnus travailleurs handicapés

Et enfin un process de recrutement ultra rapide !",Leasecom,https://f.hellowork.com/img/entreprises/11186.png,Paris 15e - 75,/fr-fr/emplois/61156076.html
